Part Number;Package;Color;Dominant Wavelength Min. (nm)orColor Coordinate(x, y)(nm);Dominant Wavelength Typ. (nm)orColor Coordinate(x, y)(nm);Dominant Wavelength Max. (nm)orColor Coordinate(x, y)(nm);Luminous Intensity IVMin.(mcd);Luminous Intensity IVTyp.(mcd);Luminous Intensity IVMax.(mcd);IFforIV(mA);Luminous Flux ΦVMin.(mIm);Luminous Flux ΦVTyp.(mIm);Luminous Flux ΦVMax.(mIm);IFforΦV(mA);Forward Voltage, VFTyp.(V);Forward Voltage, VFMax.(V);Angle of Half Intensity(± °);Key Feature;Image path;Datasheet part;3d model part
VLMW1501;SMD 0402 ChipLED;White;;0.294, 0.286;;71;90;180;5;;;;;2.90;3.05;65;Standard;82522;leds\VLMW1501\VLMW1501.pdf;
VLMW1502;SMD 0402 ChipLED;White;;0.314, 0.315;;71;90;180;5;;;;;2.90;3.05;65;Standard;82522;leds\VLMW1502\VLMW1502.pdf;
VLMW1503;SMD 0402 ChipLED;White;;0.304, 0.300;;71;90;180;5;;;;;2.90;3.05;65;Standard;82522;leds\VLMW1503\VLMW1503.pdf;
VLMW33S2V1-5K8L;SMD PLCC-2;White;;0.33, 0.33;;224;635;900;20;;;;;3.7;4.2;60;Power;81273;leds\VLMW33S2V1-5K8L\VLMW33S2V1-5K8L.pdf;
VLMW33U2AA-5K8L;SMD PLCC-2;White;;0.33, 0.33;;560;650;1400;20;;;;;3.7;4.2;60;Power;81273;leds\VLMW33U2AA-5K8L\VLMW33U2AA-5K8L.pdf;
VLMW41R1T1-5K8L;SMD PLCC-2;White;;0.33, 0.33;;112;275;355;10;;;;;3.3;4.2;60;Standard;81370;leds\VLMW41R1T1-5K8L\VLMW41R1T1-5K8L.pdf;
VLMW41R1T1-7K8L;SMD PLCC-2;White;;0.345, 0.352;;112;275;355;10;;;;;3.3;4.2;60;Standard;81190;leds\VLMW41R1T1-7K8L\VLMW41R1T1-7K8L.pdf;
VLMW41S1T1-5K8L;SMD PLCC-2;White;;0.33, 0.33;;180;275;355;10;;;;;3.3;4.2;60;Standard;81370;leds\VLMW41S1T1-5K8L\VLMW41S1T1-5K8L.pdf;
VLMW41S1T2-7K8L;SMD PLCC-2;White;;0.33, 0.33;;180;275;450;10;;;;;3.3;4.2;60;Standard;81370;leds\VLMW41S1T2-7K8L\VLMW41S1T2-7K8L.pdf;
VLMW41S1T2-JKKL;SMD PLCC-2;White;;0.30, 0.28;;180;275;450;10;;;;;3.3;4.2;60;Standard;82411;leds\VLMW41S1T2-JKKL\VLMW41S1T2-JKKL.pdf;
VLMW41S1T2-MKNL;SMD PLCC-2;White;;0.33, 0.33;;180;275;450;10;;;;;3.3;4.2;60;Standard;82411;leds\VLMW41S1T2-MKNL\VLMW41S1T2-MKNL.pdf;
VLMW45R1S1-5K6L;SMD PLCC-2;White;;0.33, 0.33;;112;160;224;5;;;;;3.3;4.2;60;Standard;83374;leds\VLMW45R1S1-5K6L\VLMW45R1S1-5K6L.pdf;
VLMY10J2K2-4;SMD 0603;Yellow;585;588;590;5.6;;11.25;2;;;;;1.8;2.6;80;Low current;82552;leds\VLMY10J2K2-4\VLMY10J2K2-4.pdf;
VLMY1300;SMD 0603 ChipLED;Yellow;584.5;;597;28;;180;20;;;;;;2.4;65;Standard;82437;leds\VLMY1300\VLMY1300.pdf;
VLMY1301;SMD 0603 ChipLED;Yellow;584.5;;597;71;;180;20;;;;;;2.4;65;Standard;82437;leds\VLMY1301\VLMY1301.pdf;
VLMY1500;SMD 0402 ChipLED;Yellow;587;590;597;28;90;180;20;;;;;2.00;2.40;65;Standard;82554;leds\VLMY1500\VLMY1500.pdf;
VLMY1501;SMD 0402 ChipLED;Yellow;587;590;597;45;90;180;20;;;;;2.00;2.40;65;Standard;82554;leds\VLMY1501\VLMY1501.pdf;
VLMY2000;SMD MiniLED;Yellow;581;588;594;3.55;7.1;;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMY2000\VLMY2000.pdf;
VLMY20K1L2;SMD MiniLED;Yellow;581;588;594;7.1;;18;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMY20K1L2\VLMY20K1L2.pdf;
VLMY2100;SMD MiniLED;Yellow;581;588;594;3.55;8.5;;10;;;;;2.2;3;60;Standard;81233;leds\VLMY2100\VLMY2100.pdf;
VLMY233T2V2;SMD MiniLED;Yellow;583;589;594;355;650;1120;20;;;;;2.15;2.6;60;Power;82423;leds\VLMY233T2V2\VLMY233T2V2.pdf;
VLMY234ABCA;SMD MiniLED;Yellow;583;589;594;1400;2000;3550;50;;;;;2.3;2.8;60;Power;84215;leds\VLMY234ABCA\VLMY234ABCA.pdf;
VLMY235T2V1;SMD MiniLED;Yellow;583;589;594;355;520;900;20;;;;;2.1;2.6;60;Power;84589;leds\VLMY235T2V1\VLMY235T2V1.pdf;
VLMY3000;SMD PLCC-2;Yellow;581;587;594;4.5;11.6;;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMY3000\VLMY3000.pdf;
VLMY30J2L1;SMD PLCC-2;Yellow;581;587;594;5.6;10.6;14;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMY30J2L1\VLMY30J2L1.pdf;
VLMY30J2M1;SMD PLCC-2;Yellow;581;587;594;5.6;11.6;22.4;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMY30J2M1\VLMY30J2M1.pdf;
VLMY30K2M1;SMD PLCC-2;Yellow;581;587;594;9;12.3;22.4;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMY30K2M1\VLMY30K2M1.pdf;
VLMY3100;SMD PLCC-2;Yellow;581;588;594;2.8;11;;10;;;;;2.1;2.8;60;Standard;84789;leds\VLMY3100\VLMY3100.pdf;
VLMY3101;SMD PLCC-2;Yellow;581;588;594;4.5;10;11.2;10;;;;;2.1;2.8;60;Standard;84789;leds\VLMY3101\VLMY3101.pdf;
VLMY3102;SMD PLCC-2;Yellow;581;588;594;7.1;11;18;10;;;;;2.1;2.8;60;Standard;84789;leds\VLMY3102\VLMY3102.pdf;
VLMY31J1K2;SMD PLCC-2;Yellow;581;588;594;4.5;7.6;11.2;10;;;;;2.1;2.8;60;Standard;81326;leds\VLMY31J1K2\VLMY31J1K2.pdf;
VLMY31K1L2;SMD PLCC-2;Yellow;581;588;594;7.1;8.6;18;10;;;;;2.1;2.8;60;Standard;81326;leds\VLMY31K1L2\VLMY31K1L2.pdf;
VLMY333U1AA;SMD PLCC-2;Yellow;583;589;594;450;750;1400;20;;;;;2.15;2.6;60;Power;82383;leds\VLMY333U1AA\VLMY333U1AA.pdf;
VLMY334BACB;SMD PLCC-2;Yellow;583;589;594;1800;2300;4500;50;;;;;2.3;2.8;60;Power;84213;leds\VLMY334BACB\VLMY334BACB.pdf;
VLMY335U1V2;SMD PLCC-2;Yellow;583;589;594;450;600;1120;20;;;;;2.15;2.6;60;Power;84911;leds\VLMY335U1V2\VLMY335U1V2.pdf;
VLMY33T1U2;SMD PLCC-2;Yellow;583;588;594;280;425;710;30;;;;;2.0;2.5;60;Power;81336;leds\VLMY33T1U2\VLMY33T1U2.pdf;
VLMYG30H2K1;SMD PLCC-2;Yellow green;566;574;575;3.55;4.2;9.00;2;;;;;1.9;2.2;60;Low current;81648;leds\VLMYG30H2K1\VLMYG30H2K1.pdf;
VLMYG33P1Q2;SMD PLCC-2;Yellow green;566;570;577;45;90;112;30;;;;;2.0;2.5;60;Power;81335;leds\VLMYG33P1Q2\VLMYG33P1Q2.pdf;
VLRE31R1S2;SMD reverse gullwing;Yellow;581;588;594;112;;285;20;;;;;2.1;2.3;60;Standard;81779;leds\VLRE31R1S2\VLRE31R1S2.pdf;
VLRE31R2S2-XY;SMD reverse gullwing;Yellow;585;588;591;140;;285;20;;;;;2.1;2.3;60;Standard;81779;leds\VLRE31R2S2-XY\VLRE31R2S2-XY.pdf;
VLRK31Q1R2;SMD reverse gullwing;Red;620;630;635;71;;180;20;;;;;2.1;2.3;60;Standard;81778;leds\VLRK31Q1R2\VLRK31Q1R2.pdf;
VLRK31R1S2;SMD reverse gullwing;Red;620;630;635;112;;285;20;;;;;2.1;2.3;60;Standard;81778;leds\VLRK31R1S2\VLRK31R1S2.pdf;
VLRYG31P1Q2;SMD reverse gullwing;Yellow green;564.5;571;576.5;45;72;112.5;20;;;;;2.1;2.3;60;Standard;80249;leds\VLRYG31P1Q2\VLRYG31P1Q2.pdf;
VLRYG31Q1R2;SMD reverse gullwing;Yellow green;564.5;571;576.5;71.5;112;180;20;;;;;2.1;2.3;60;Standard;80249;leds\VLRYG31Q1R2\VLRYG31Q1R2.pdf;
