Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
PD0140WJ50136BH1;Enlarge;14000;500;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0140WJ50136BH1\PD0140WJ50136BH1.pdf;Datasheet\capacitors\PD0140WJ50136BH1\PD0140WJ50136BH1.zip
PD0140WJ50138BH1;Enlarge;14000;500;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0140WJ50138BH1\PD0140WJ50138BH1.pdf;Datasheet\capacitors\PD0140WJ50138BH1\PD0140WJ50138BH1.zip
PD0140WL30238BK1;Enlarge;16000;3000;R230;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0140WL30238BK1\PD0140WL30238BK1.pdf;Datasheet\capacitors\PD0140WL30238BK1\PD0140WL30238BK1.zip
PD0200BJ16138BF1;Enlarge;15000;160;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200BJ16138BF1\PD0200BJ16138BF1.pdf;Datasheet\capacitors\PD0200BJ16138BF1\PD0200BJ16138BF1.zip
PD0200BJ20138BF1;Enlarge;15000;200;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200BJ20138BF1\PD0200BJ20138BF1.pdf;Datasheet\capacitors\PD0200BJ20138BF1\PD0200BJ20138BF1.zip
PD0200BJ25138BF1;Enlarge;15000;250;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200BJ25138BF1\PD0200BJ25138BF1.pdf;Datasheet\capacitors\PD0200BJ25138BF1\PD0200BJ25138BF1.zip
PD0200BJ50138BG1;Enlarge;15000;500;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200BJ50138BG1\PD0200BJ50138BG1.pdf;Datasheet\capacitors\PD0200BJ50138BG1\PD0200BJ50138BG1.zip
PD0200BJ60138BG1;Enlarge;15000;600;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200BJ60138BG1\PD0200BJ60138BG1.pdf;Datasheet\capacitors\PD0200BJ60138BG1\PD0200BJ60138BG1.zip
PD0200BJ80138BH1;Enlarge;15000;800;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200BJ80138BH1\PD0200BJ80138BH1.pdf;Datasheet\capacitors\PD0200BJ80138BH1\PD0200BJ80138BH1.zip
PD0200WF40138BF1;Enlarge;12000;400;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WF40138BF1\PD0200WF40138BF1.pdf;Datasheet\capacitors\PD0200WF40138BF1\PD0200WF40138BF1.zip
PD0200WF60233BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WF60233BJ1\PD0200WF60233BJ1.pdf;Datasheet\capacitors\PD0200WF60233BJ1\PD0200WF60233BJ1.zip
PD0200WF60236BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WF60236BJ1\PD0200WF60236BJ1.pdf;Datasheet\capacitors\PD0200WF60236BJ1\PD0200WF60236BJ1.zip
PD0200WF60238BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WF60238BJ1\PD0200WF60238BJ1.pdf;Datasheet\capacitors\PD0200WF60238BJ1\PD0200WF60238BJ1.zip
PD0200WH40238BJ1;Enlarge;13000;4000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WH40238BJ1\PD0200WH40238BJ1.pdf;Datasheet\capacitors\PD0200WH40238BJ1\PD0200WH40238BJ1.zip
PD0200WH50233BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WH50233BJ1\PD0200WH50233BJ1.pdf;Datasheet\capacitors\PD0200WH50233BJ1\PD0200WH50233BJ1.zip
PD0200WH50238BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WH50238BJ1\PD0200WH50238BJ1.pdf;Datasheet\capacitors\PD0200WH50238BJ1\PD0200WH50238BJ1.zip
PD0200WJ10233BH1;Enlarge;14000;1000;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ10233BH1\PD0200WJ10233BH1.pdf;Datasheet\capacitors\PD0200WJ10233BH1\PD0200WJ10233BH1.zip
PD0200WJ10238BH1;Enlarge;14000;1000;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ10238BH1\PD0200WJ10238BH1.pdf;Datasheet\capacitors\PD0200WJ10238BH1\PD0200WJ10238BH1.zip
PD0200WJ12238BH1;Enlarge;14000;1200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ12238BH1\PD0200WJ12238BH1.pdf;Datasheet\capacitors\PD0200WJ12238BH1\PD0200WJ12238BH1.zip
PD0200WJ16233BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ16233BH1\PD0200WJ16233BH1.pdf;Datasheet\capacitors\PD0200WJ16233BH1\PD0200WJ16233BH1.zip
PD0200WJ16236BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ16236BH1\PD0200WJ16236BH1.pdf;Datasheet\capacitors\PD0200WJ16236BH1\PD0200WJ16236BH1.zip
PD0200WJ16238BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ16238BH1\PD0200WJ16238BH1.pdf;Datasheet\capacitors\PD0200WJ16238BH1\PD0200WJ16238BH1.zip
PD0200WJ20233BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ20233BJ1\PD0200WJ20233BJ1.pdf;Datasheet\capacitors\PD0200WJ20233BJ1\PD0200WJ20233BJ1.zip
PD0200WJ20238BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ20238BJ1\PD0200WJ20238BJ1.pdf;Datasheet\capacitors\PD0200WJ20238BJ1\PD0200WJ20238BJ1.zip
PD0200WJ25238BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ25238BJ1\PD0200WJ25238BJ1.pdf;Datasheet\capacitors\PD0200WJ25238BJ1\PD0200WJ25238BJ1.zip
PD0200WJ30138BF1;Enlarge;14000;300;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ30138BF1\PD0200WJ30138BF1.pdf;Datasheet\capacitors\PD0200WJ30138BF1\PD0200WJ30138BF1.zip
PD0200WJ30233BJ1;Enlarge;14000;3000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ30233BJ1\PD0200WJ30233BJ1.pdf;Datasheet\capacitors\PD0200WJ30233BJ1\PD0200WJ30233BJ1.zip
PD0200WJ30236BJ1;Enlarge;14000;3000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ30236BJ1\PD0200WJ30236BJ1.pdf;Datasheet\capacitors\PD0200WJ30236BJ1\PD0200WJ30236BJ1.zip
PD0200WJ30238BJ1;Enlarge;14000;3000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0200WJ30238BJ1\PD0200WJ30238BJ1.pdf;Datasheet\capacitors\PD0200WJ30238BJ1\PD0200WJ30238BJ1.zip
PDF220WF60238BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image\capacitors\22083.png;Datasheet\capacitors\PDF220WF60238BJ1\PDF220WF60238BJ1.pdf;None
PDF220WH50238BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image\capacitors\22083.png;Datasheet\capacitors\PDF220WH50238BJ1\PDF220WH50238BJ1.pdf;None
PDZ100WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PDZ100WH10238BJ1\PDZ100WH10238BJ1.pdf;Datasheet\capacitors\PDZ100WH10238BJ1\PDZ100WH10238BJ1.zip
PE0070WE80138BJ1;Enlarge;11000;800;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WE80138BJ1\PE0070WE80138BJ1.pdf;Datasheet\capacitors\PE0070WE80138BJ1\PE0070WE80138BJ1.zip
PE0070WF60138BJ1;Enlarge;12000;600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WF60138BJ1\PE0070WF60138BJ1.pdf;Datasheet\capacitors\PE0070WF60138BJ1\PE0070WF60138BJ1.zip
PE0070WF80038BG1;Enlarge;12000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WF80038BG1\PE0070WF80038BG1.pdf;Datasheet\capacitors\PE0070WF80038BG1\PE0070WF80038BG1.zip
PE0070WH12138BH1;Enlarge;13000;120;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WH12138BH1\PE0070WH12138BH1.pdf;Datasheet\capacitors\PE0070WH12138BH1\PE0070WH12138BH1.zip
PE0070WH16138BH1;Enlarge;13000;160;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WH16138BH1\PE0070WH16138BH1.pdf;Datasheet\capacitors\PE0070WH16138BH1\PE0070WH16138BH1.zip
PE0070WH40138BJ1;Enlarge;13000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WH40138BJ1\PE0070WH40138BJ1.pdf;Datasheet\capacitors\PE0070WH40138BJ1\PE0070WH40138BJ1.zip
PE0070WH50138BJ1;Enlarge;13000;500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WH50138BJ1\PE0070WH50138BJ1.pdf;Datasheet\capacitors\PE0070WH50138BJ1\PE0070WH50138BJ1.zip
PE0070WJ10138BH1;Enlarge;14000;100;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ10138BH1\PE0070WJ10138BH1.pdf;Datasheet\capacitors\PE0070WJ10138BH1\PE0070WJ10138BH1.zip
PE0070WJ20138BJ1;Enlarge;14000;200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ20138BJ1\PE0070WJ20138BJ1.pdf;Datasheet\capacitors\PE0070WJ20138BJ1\PE0070WJ20138BJ1.zip
PE0070WJ25038BF1;Enlarge;14000;25;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ25038BF1\PE0070WJ25038BF1.pdf;Datasheet\capacitors\PE0070WJ25038BF1\PE0070WJ25038BF1.zip
PE0070WJ25138BJ1;Enlarge;14000;250;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ25138BJ1\PE0070WJ25138BJ1.pdf;Datasheet\capacitors\PE0070WJ25138BJ1\PE0070WJ25138BJ1.zip
PE0070WJ30038BF1;Enlarge;14000;30;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ30038BF1\PE0070WJ30038BF1.pdf;Datasheet\capacitors\PE0070WJ30038BF1\PE0070WJ30038BF1.zip
PE0070WJ30138BJ1;Enlarge;14000;300;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ30138BJ1\PE0070WJ30138BJ1.pdf;None
PE0070WJ40038BG1;Enlarge;14000;40;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ40038BG1\PE0070WJ40038BG1.pdf;Datasheet\capacitors\PE0070WJ40038BG1\PE0070WJ40038BG1.zip
PE0070WJ50038BG1;Enlarge;14000;50;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ50038BG1\PE0070WJ50038BG1.pdf;Datasheet\capacitors\PE0070WJ50038BG1\PE0070WJ50038BG1.zip
PE0070WJ60038BG1;Enlarge;14000;60;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0070WJ60038BG1\PE0070WJ60038BG1.pdf;Datasheet\capacitors\PE0070WJ60038BG1\PE0070WJ60038BG1.zip
PE0100BJ10133BG1;Enlarge;15000;100;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ10133BG1\PE0100BJ10133BG1.pdf;Datasheet\capacitors\PE0100BJ10133BG1\PE0100BJ10133BG1.zip
PE0100BJ10138BG1;Enlarge;15000;100;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ10138BG1\PE0100BJ10138BG1.pdf;Datasheet\capacitors\PE0100BJ10138BG1\PE0100BJ10138BG1.zip
PE0100BJ12136BG1;Enlarge;15000;120;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ12136BG1\PE0100BJ12136BG1.pdf;Datasheet\capacitors\PE0100BJ12136BG1\PE0100BJ12136BG1.zip
PE0100BJ20133BH1;Enlarge;15000;200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ20133BH1\PE0100BJ20133BH1.pdf;Datasheet\capacitors\PE0100BJ20133BH1\PE0100BJ20133BH1.zip
PE0100BJ20136BH1;Enlarge;15000;200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ20136BH1\PE0100BJ20136BH1.pdf;None
PE0100BJ20138BH1;Enlarge;15000;200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ20138BH1\PE0100BJ20138BH1.pdf;Datasheet\capacitors\PE0100BJ20138BH1\PE0100BJ20138BH1.zip
PE0100BJ50033BF1;Enlarge;15000;50;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ50033BF1\PE0100BJ50033BF1.pdf;Datasheet\capacitors\PE0100BJ50033BF1\PE0100BJ50033BF1.zip
PE0100BJ50036BF1;Enlarge;15000;50;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ50036BF1\PE0100BJ50036BF1.pdf;Datasheet\capacitors\PE0100BJ50036BF1\PE0100BJ50036BF1.zip
PE0100BJ50038BF1;Enlarge;15000;50;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ50038BF1\PE0100BJ50038BF1.pdf;Datasheet\capacitors\PE0100BJ50038BF1\PE0100BJ50038BF1.zip
PE0100BJ60038BF1;Enlarge;15000;60;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ60038BF1\PE0100BJ60038BF1.pdf;Datasheet\capacitors\PE0100BJ60038BF1\PE0100BJ60038BF1.zip
PE0100BJ80033BG1;Enlarge;15000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ80033BG1\PE0100BJ80033BG1.pdf;Datasheet\capacitors\PE0100BJ80033BG1\PE0100BJ80033BG1.zip
PE0100BJ80036BG1;Enlarge;15000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ80036BG1\PE0100BJ80036BG1.pdf;Datasheet\capacitors\PE0100BJ80036BG1\PE0100BJ80036BG1.zip
PE0100BJ80038BG1;Enlarge;15000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100BJ80038BG1\PE0100BJ80038BG1.pdf;Datasheet\capacitors\PE0100BJ80038BG1\PE0100BJ80038BG1.zip
PE0100WE16233BJ1;Enlarge;11000;1600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WE16233BJ1\PE0100WE16233BJ1.pdf;Datasheet\capacitors\PE0100WE16233BJ1\PE0100WE16233BJ1.zip
PE0100WE16236BJ1;Enlarge;11000;1600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WE16236BJ1\PE0100WE16236BJ1.pdf;Datasheet\capacitors\PE0100WE16236BJ1\PE0100WE16236BJ1.zip
PE0100WE16238BJ1;Enlarge;11000;1600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WE16238BJ1\PE0100WE16238BJ1.pdf;Datasheet\capacitors\PE0100WE16238BJ1\PE0100WE16238BJ1.zip
PE0100WH10233BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH10233BJ1\PE0100WH10233BJ1.pdf;Datasheet\capacitors\PE0100WH10233BJ1\PE0100WH10233BJ1.zip
PE0100WH10236BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH10236BJ1\PE0100WH10236BJ1.pdf;Datasheet\capacitors\PE0100WH10236BJ1\PE0100WH10236BJ1.zip
PE0100WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH10238BJ1\PE0100WH10238BJ1.pdf;Datasheet\capacitors\PE0100WH10238BJ1\PE0100WH10238BJ1.zip
PE0100WH12233BJ1;Enlarge;13000;1200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH12233BJ1\PE0100WH12233BJ1.pdf;Datasheet\capacitors\PE0100WH12233BJ1\PE0100WH12233BJ1.zip
PE0100WH12236BJ1;Enlarge;13000;1200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH12236BJ1\PE0100WH12236BJ1.pdf;Datasheet\capacitors\PE0100WH12236BJ1\PE0100WH12236BJ1.zip
PE0100WH12238BJ1;Enlarge;13000;1200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH12238BJ1\PE0100WH12238BJ1.pdf;Datasheet\capacitors\PE0100WH12238BJ1\PE0100WH12238BJ1.zip
PE0100WH16133BG1;Enlarge;13000;160;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH16133BG1\PE0100WH16133BG1.pdf;Datasheet\capacitors\PE0100WH16133BG1\PE0100WH16133BG1.zip
PE0100WH16136BG1;Enlarge;13000;160;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH16136BG1\PE0100WH16136BG1.pdf;Datasheet\capacitors\PE0100WH16136BG1\PE0100WH16136BG1.zip
PE0100WH30133BH1;Enlarge;13000;300;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH30133BH1\PE0100WH30133BH1.pdf;Datasheet\capacitors\PE0100WH30133BH1\PE0100WH30133BH1.zip
PE0100WH30136BH1;Enlarge;13000;300;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH30136BH1\PE0100WH30136BH1.pdf;Datasheet\capacitors\PE0100WH30136BH1\PE0100WH30136BH1.zip
PE0100WH30138BH1;Enlarge;13000;300;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WH30138BH1\PE0100WH30138BH1.pdf;None
PE0100WJ25133BH1;Enlarge;14000;250;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ25133BH1\PE0100WJ25133BH1.pdf;Datasheet\capacitors\PE0100WJ25133BH1\PE0100WJ25133BH1.zip
PE0100WJ25136BH1;Enlarge;14000;250;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ25136BH1\PE0100WJ25136BH1.pdf;Datasheet\capacitors\PE0100WJ25136BH1\PE0100WJ25136BH1.zip
PE0100WJ25138BH1;Enlarge;14000;250;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ25138BH1\PE0100WJ25138BH1.pdf;Datasheet\capacitors\PE0100WJ25138BH1\PE0100WJ25138BH1.zip
PE0100WJ40133BJ1;Enlarge;14000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ40133BJ1\PE0100WJ40133BJ1.pdf;Datasheet\capacitors\PE0100WJ40133BJ1\PE0100WJ40133BJ1.zip
PE0100WJ40136BJ1;Enlarge;14000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ40136BJ1\PE0100WJ40136BJ1.pdf;Datasheet\capacitors\PE0100WJ40136BJ1\PE0100WJ40136BJ1.zip
PE0100WJ40138BJ1;Enlarge;14000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ40138BJ1\PE0100WJ40138BJ1.pdf;Datasheet\capacitors\PE0100WJ40138BJ1\PE0100WJ40138BJ1.zip
PE0100WJ50136BJ1;Enlarge;14000;500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ50136BJ1\PE0100WJ50136BJ1.pdf;Datasheet\capacitors\PE0100WJ50136BJ1\PE0100WJ50136BJ1.zip
PE0100WJ50138BJ1;Enlarge;14000;500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ50138BJ1\PE0100WJ50138BJ1.pdf;Datasheet\capacitors\PE0100WJ50138BJ1\PE0100WJ50138BJ1.zip
PE0100WJ60133BJ1;Enlarge;14000;600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ60133BJ1\PE0100WJ60133BJ1.pdf;Datasheet\capacitors\PE0100WJ60133BJ1\PE0100WJ60133BJ1.zip
PE0100WJ60136BJ1;Enlarge;14000;600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ60136BJ1\PE0100WJ60136BJ1.pdf;Datasheet\capacitors\PE0100WJ60136BJ1\PE0100WJ60136BJ1.zip
PE0100WJ60138BJ1;Enlarge;14000;600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ60138BJ1\PE0100WJ60138BJ1.pdf;Datasheet\capacitors\PE0100WJ60138BJ1\PE0100WJ60138BJ1.zip
PE0100WJ80133BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ80133BJ1\PE0100WJ80133BJ1.pdf;None
PE0100WJ80136BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ80136BJ1\PE0100WJ80136BJ1.pdf;Datasheet\capacitors\PE0100WJ80136BJ1\PE0100WJ80136BJ1.zip
PE0100WJ80138BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WJ80138BJ1\PE0100WJ80138BJ1.pdf;Datasheet\capacitors\PE0100WJ80138BJ1\PE0100WJ80138BJ1.zip
PE0100WL16236BK1;Enlarge;16000;1600;R230;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WL16236BK1\PE0100WL16236BK1.pdf;None
PE0100WL16238BK1;Enlarge;16000;1600;R230;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0100WL16238BK1\PE0100WL16238BK1.pdf;Datasheet\capacitors\PE0100WL16238BK1\PE0100WL16238BK1.zip
PE0140BJ10133BF1;Enlarge;15000;100;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ10133BF1\PE0140BJ10133BF1.pdf;Datasheet\capacitors\PE0140BJ10133BF1\PE0140BJ10133BF1.zip
PE0140BJ10136BF1;Enlarge;15000;100;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ10136BF1\PE0140BJ10136BF1.pdf;Datasheet\capacitors\PE0140BJ10136BF1\PE0140BJ10136BF1.zip
PE0140BJ10138BF1;Enlarge;15000;100;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ10138BF1\PE0140BJ10138BF1.pdf;Datasheet\capacitors\PE0140BJ10138BF1\PE0140BJ10138BF1.zip
PE0140BJ12138BF1;Enlarge;15000;120;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ12138BF1\PE0140BJ12138BF1.pdf;Datasheet\capacitors\PE0140BJ12138BF1\PE0140BJ12138BF1.zip
PE0140BJ16136BG1;Enlarge;15000;160;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ16136BG1\PE0140BJ16136BG1.pdf;Datasheet\capacitors\PE0140BJ16136BG1\PE0140BJ16136BG1.zip
PE0140BJ16138BG1;Enlarge;15000;160;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ16138BG1\PE0140BJ16138BG1.pdf;Datasheet\capacitors\PE0140BJ16138BG1\PE0140BJ16138BG1.zip
PE0140BJ20133BG1;Enlarge;15000;200;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ20133BG1\PE0140BJ20133BG1.pdf;Datasheet\capacitors\PE0140BJ20133BG1\PE0140BJ20133BG1.zip
PE0140BJ20136BG1;Enlarge;15000;200;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ20136BG1\PE0140BJ20136BG1.pdf;None
PE0140BJ20138BG1;Enlarge;15000;200;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ20138BG1\PE0140BJ20138BG1.pdf;Datasheet\capacitors\PE0140BJ20138BG1\PE0140BJ20138BG1.zip
PE0140BJ25133BG1;Enlarge;15000;250;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ25133BG1\PE0140BJ25133BG1.pdf;Datasheet\capacitors\PE0140BJ25133BG1\PE0140BJ25133BG1.zip
PE0140BJ25138BG1;Enlarge;15000;250;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ25138BG1\PE0140BJ25138BG1.pdf;Datasheet\capacitors\PE0140BJ25138BG1\PE0140BJ25138BG1.zip
PE0140BJ40133BH1;Enlarge;15000;400;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ40133BH1\PE0140BJ40133BH1.pdf;Datasheet\capacitors\PE0140BJ40133BH1\PE0140BJ40133BH1.zip
PE0140BJ40136BH1;Enlarge;15000;400;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ40136BH1\PE0140BJ40136BH1.pdf;Datasheet\capacitors\PE0140BJ40136BH1\PE0140BJ40136BH1.zip
PE0140BJ40138BH1;Enlarge;15000;400;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ40138BH1\PE0140BJ40138BH1.pdf;Datasheet\capacitors\PE0140BJ40138BH1\PE0140BJ40138BH1.zip
PE0140BJ40238BK1;Enlarge;15000;4000;R230;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140BJ40238BK1\PE0140BJ40238BK1.pdf;Datasheet\capacitors\PE0140BJ40238BK1\PE0140BJ40238BK1.zip
PE0140WF30233BJ1;Enlarge;12000;3000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140WF30233BJ1\PE0140WF30233BJ1.pdf;Datasheet\capacitors\PE0140WF30233BJ1\PE0140WF30233BJ1.zip
PE0140WF30236BJ1;Enlarge;12000;3000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PE0140WF30236BJ1\PE0140WF30236BJ1.pdf;Datasheet\capacitors\PE0140WF30236BJ1\PE0140WF30236BJ1.zip
